# Credits to https://github.com/JeffSackmann/tennis_wta
Id,First Name,Last Name,Country
200807,Ulla,Sandulf,SWE
200808,Laura,Rossouw,RSA
200809,Johanne,Venturino,FRA
200810,Annette,Du Plooy,RSA
200811,Junko,Sawamatsu,JPN
200812,Odile,De Roubin,FRA
200813,Ingrid,Bentzer,SWE
200814,Gillian,Dove,RSA
200815,Roberta,Beltrame,ITA
200816,Ann,Phillips Moore,AUS
200817,Judy,Congdon,GBR
200818,Faye,Urban,CAN
200819,Nicole,Niox Chateau,FRA
200820,Eugenia,Isopaitis,URS
200821,Monica,Giorgi,ITA
200822,Ilse,Buding,FRG
200823,Eva,Lundquist,SWE
200824,Galina,Baksheeva,URS
200825,Maylis,Burel,FRA
200826,Greta,Delport,RSA
200827,Suzanne,Le Besnerais,FRA
200828,Maria Cristina,Borba Dias,BRA
200829,Nancy,Richey,USA
200830,Chantal,Langanay,FRA
200831,Carmen,Mandarino,ESP
200832,Daniele,Bouteleux,FRA
200833,Judith,Szorenyi,HUN
200834,Suzana,Gesteira,BRA
200835,Janine,Lieffrig,RSA
200836,Maria,Chakarova,BUL
200837,Alenka,Pipan,YUG
200838,Janine,Mauroy Toffier,FRA
200839,Ingrid,Palmieri,BEL
200840,Eva,Szabo,HUN
200841,Maria Jose,Aubet,ESP
200842,Evelyne,Terras,FRA
200843,Virginia,Caceres,PER
200844,Martha,Wolf Peterdy,FRA
200845,Patricia,Walkden,RSA
200846,Michelle,Rodriguez,CHI
200847,Dionissia,Asteri,GRE
200848,Maria,Bueno,BRA
200849,Francesca,Gordigiani,ITA
200850,Monique,Di Maso,ITA
200851,Margarita,Zuleta,ECU
200852,Yulia,Berberian,BUL
200853,Anne Marie,Rouchon,FRA
200854,Maria Teresa,Nasuelli,ITA
200855,Erzsebet,Polgar,HUN
200856,Ana,Cavadini,ARG
200857,Wendy,Tomlinson,RSA
200858,Dorothy,Knode,USA
200859,Danuta,Wieczorek,POL
200860,Kristy,Pigeon,USA
200861,Yaeko,Matsuda,JPN
200862,Valerie,Ziegenfuss,USA
200863,Zaiga,Yansone,URS
200864,Tiiu,Kivi,URS
200865,Heather,Segal,RSA
200866,Linda,Tuero,USA
200867,Kerstin,Seelbach,FRG
200868,Brenda,Kirk,RSA
200869,Maria Eugenia,Guzman,ECU
200870,Peaches,Bartkowicz,USA
200871,Tory Ann,Fretz,USA
200872,Nicole,Bimes,FRA
200873,Ana Maria,Arias,CHI
200874,Jill,Cooper,GBR
200875,Pamela,Austin,USA
200876,Denise,Carter Triolo,USA
200877,Helga,Hosl,GER
200878,Katalin,Borka,HUN
200879,Wendy,Overton,USA
200880,Kimiyo,Yagahara,JPN
200881,Edith,Winkens,FRG
200882,Alena,Palmeova West,TCH
200883,Marianna,Brummer,RSA
200884,Marijke,Schaar,NED
200885,Sharon,Van Brandis,RSA
200886,Becky,Vest,USA
200887,Gertruida,Walhof,NED
200888,Joan,Koudelka,RSA
200889,Miroslava,Holubova,TCH
200890,Sonja,Pachta,AUT
200891,Daphne,Pattison,ZIM
200892,Aleksandra,Ivanova,URS
200893,Francoise,Repoux,FRA
200894,Isabel,Fernandez De Soto,COL
200895,Marilyn,Greenwood,GBR
200896,Nancy,Ornstein,USA
200897,Heide,Schildknecht,GER
200898,Erzsebet,Szell,HUN
200899,Marina,Chuvirina,URS
200900,Barbara,Downs,USA
200901,Nell,Truman,GBR
200902,Corinne,Molesworth,GBR
200903,Hideko,Goto,JPN
200904,Kristien,Shaw,USA
200905,Mariana,Simionescu,ROU
200906,Carmen,Ibarra,CHI
200907,Carmen,Perea Alcala,ESP
200908,Miroslava,Bendlova,CZE
200909,Florence,Guedy,FRA
200910,Janet,Haas,USA
200911,Linky,Boshoff,RSA
200912,Christine,Gimmig,FRA
200913,Monica,Rho,CRC
200914,Daryl,Gralka,USA
200915,Antonella,Rosa,ITA
200916,Ching Ling,Chang,USA
200917,Veronica,Burton,GBR
200918,Robin,Tenney,USA
200919,Elvira,Weisenberger,ARG
200920,Kayoko,Fukuoka,JPN
200921,Patricia,Reese,USA
200922,Laurie,Tenney,USA
200923,Maria Victoria,Baldovinos Cibeira,ESP
200924,Penny,Moor,GBR
200925,Beatriz,Araujo,ARG
200926,Donna,Ganz,USA
200927,Linda,Thomas,USA
200928,Paulina,Peled,ISR
200929,Elly,Appel,NED
200930,Julie,Anthony,USA
200931,Marina,Kroschina,URS
200932,Jeanne,Evert,USA
200933,Laurie,Rowley,USA
200934,Beatrix,Klein,HUN
200935,Florenta,Mihai,ROU
200936,Iris,Riedel Kuhn,FRG
200937,Susana Maria,Villaverde,ARG
200938,Kathy,May Teacher Paben,USA
200939,Alison,Mcmillan,RSA
200940,Ilana,Kloss,RSA
200941,Janice,Metcalf,USA
200942,Kathy,Kuykendall,USA
200943,Jane,Stratton,USA
200944,Rowena,Sanders,RSA
200945,Marita,Redondo,USA
200946,Sylvie,Rual,FRA
200947,Susie,Mehmedbasich,USA
200948,Brigette,Cuypers,RSA
200949,Silvana,Urroz,CHI
200950,Marise,Kruger,RSA
200951,Mary,Struthers,USA
200952,Mary,Hamm,USA
200953,Viviana,Segal,ARG
200954,Claudia,Casabianca,ARG
200955,Mary,Carillo,USA
200956,Carrie,Meyer,USA
200957,Ruta,Gerulaitis,USA
200958,Helle,Viragh,DEN
200959,Mareen,Louie Harper,USA
200960,Robin,Harris,USA
200961,Ivanna,Madruga Osses,ARG
200962,Patricia,Medrado,BRA
200963,Caroline,Stoll,USA
200964,Anne,Chevalier,FRA
200965,Emilse,Rapponi Longo,USA
200966,Kay,Mcdaniel,USA
200967,Zenda,Liess,USA
200968,Betty Ann,Dent,USA
200969,Jeanne,Duvall,USA
200970,Linda,Siegel,USA
200971,Lucia,Romanov,ROU
200972,Dominique,Beillan,FRA
200973,Caroline,Franch,FRA
200974,Lena,Sandin,SWE
200975,Julie,Harrington,USA
200976,Stacy,Margolin,USA
200977,Dana,Gilbert,USA
200978,Roberta,Mccallum,USA
200979,Joyce,Portman,USA
200980,Debbie,Freeman,AUS
200981,Andrea,Whitmore,USA
200982,Liliana,Giussani,ARG
200983,Susan,Rollinson,RSA
200984,Deborah,Jevans,GBR
200985,Trey,Lewis,USA
200986,Barbara,Rossi,ITA
200987,Yvona,Brzakova,TCH
200988,Jenny,Klitch,USA
200989,Leigh Anne,Thompson,USA
200990,Claudia,Pasquale,SUI
200991,Joanne,Russell,USA
200992,Elizabeth,Jones,GBR
200993,Cornelia,Dries,GER
200994,Michelle,Torres,USA
200995,Ann,Gabriel,BEL
200996,Nancy,Neviaser,USA
200997,Kate,Brasher,GBR
200998,Beatrice,Guery,FRA
200999,Felicia,Raschiatore,USA
201000,Nathalie,Phan Thanh,FRA
201001,Jean,Hepner,USA
201002,Barbi,Bramblett,USA
201003,Renata,Sasak,YUG
201004,Catrin,Jexell,SWE
201005,Amy,Holton,USA
201006,Lea,Plchova,TCH
201007,Isabelle,Vernhes,FRA
201008,Jill,Davis,USA
201009,Ginny,Purdy,USA
201010,Rene,Mentz,RSA
201011,Natasha,Reva,URS
201012,Elena,Eliseenko,URS
201013,Rina,Einy,GBR
201014,Helene,Cedet,FRA
201015,Grace,Kim,USA
201016,Hana,Fukarkova,TCH
201017,Angelika,Kanellopoulou,GRE
201018,Rene,Uys,RSA
201019,Melissa,Gurney,USA
201020,Petra,Huber,AUT
201021,Laura,Garrone,ITA
201022,Debbie,Spence Nasim,USA
201023,Eileen,Tell,USA
201024,Susanne,Schmid,SUI
201025,Neige,Dias,BRA
201026,Cecille,Calmette,FRA
201027,Gabriela,Dinu,FRG
201028,Maeve,Quinlan,USA
201029,Kathleen,Cummings,USA
201030,Mariana,Perez Roldan,ARG
201031,Niurka,Sodupe,USA
201032,Cecilia,Fernandez Parker,USA
201033,Kristin,Kinney,USA
201034,Helena,Dahlstrom,SWE
201035,Kate,Gompert,USA
201036,Lydie,Van Hille,FRA
201037,Karolina,Karlsson,SWE
201038,Karen,Schimper,RSA
201039,Caterina,Nozzoli,ITA
201040,Luciana,Corsato Owsianka,BRA
201041,Cristina,Casale,ITA
201042,Andrea,Tiezzi,ARG
201043,Barbara,Romano,ITA
201044,Catherine,Mothes Jobkel,FRA
201045,Natalia,Egorova,RUS
201046,Silvia,La Fratta,ITA
201047,Andrea,Vieira,BRA
201048,Leona,Laskova,CZE
201049,Denisa,Krajcovicova,SVK
201050,Immaculada,Varas Caro,ESP
201051,Laura,Lapi,ITA
201052,Federica,Haumuller,ARG
201053,Sylvie,Sabas,FRA
201054,Katia,Piccolini,ITA
201055,Barbara,Collet,FRA
201056,Maria Luciana,Reynares,ARG
201057,Angelique,Olivier,FRA
201058,Agnes,Zugasti,FRA
201059,Misumi,Miyauchi,JPN
201060,Carole,Lucarelli,FRA
201061,Eva,Martincova,CZE
201062,Amelie,Castera,FRA
201063,Maria Francesca,Bentivoglio,ITA
201064,Audrey,Sidot,FRA
201065,Virginie,Buisson,FRA
201066,Neus,Avila Bonastre,ESP
201067,Caroline,Dhenin,FRA
201068,Magali,Lamarre,FRA
201069,Karolina,Jagieniak,FRA
201070,Emmanuelle,Curutchet,FRA
201071,Segolene,Berger,FRA
201072,Eva,Bes Ostariz,ESP
201073,Seon Young,Park,KOR
201074,Ana,Alcazar,ESP
201075,Liezel,Huber,USA
201076,Sophie,Georges,FRA
201077,Sophie,Lefevre,FRA
201078,Eugenia,Kulikovskaya,RUS
201079,Hannah,Collin,GBR
201080,Louise,Latimer,GBR
201081,Joanne,Ward,GBR
201082,Lorna,Woodroffe,GBR
201083,Daja,Bedanova,CZE
201084,Nadejda,Ostrovskaya,BLR
201085,Shinobu,Asagoe,JPN
201086,Greta,Arn,HUN
201087,Mashona,Washington,USA
201088,Karen,Cross,GBR
201089,Lucie,Ahl,GBR
201090,Stephanie,Defina,USA
201091,Christine,Janes,GBR
201092,Joyce,Williams,GBR
201093,Alex,Cowie,GBR
201094,Lucia,Bassi,ITA
201095,Jennifer,Hoad,AUS
201096,Rita,Lauder,GBR
201097,Marilyn,Aschner,USA
201098,Mimi,Wheeler,USA
201099,Jean,Drysdale,RSA
201100,Christiane,Mercelis,BEL
201101,Janice,Wainwright,GBR
201102,Alice,Tym,USA
201103,Pixie,Lamm,USA
201104,Lidy,Venneboer,NED
201105,Margaret,Lee,GBR
201106,Betty,Pratt,USA
201107,Nadine,Netter,USA
201108,Florence,De La Courtie Billat,FRA
201109,Pauline,Roberts,GBR
201110,Bernice,Vukovich,RSA
201111,Lorna,Greville Collins,GBR
201112,Wendy,Hall,GBR
201113,Shirley,Brasher,GBR
201114,Robin,Lloyd,GBR
201115,Victoria,Rogers,USA
201116,Maria Teresa,Riedl,ITA
201117,Margaret,Harris,AUS
201118,Tine,Zwaan,NED
201119,Graciela,Moran,ARG
201120,Marion,Boundy,GBR
201121,Susan,Northen,GBR
201122,Anita,Van Deventer,RSA
201123,Stephanie,Grant,USA
201124,Ana Maria,Estalella Manso,ESP
201125,Elizabeth,James,GBR
201126,Carole,Graebner,USA
201127,Gail,Hansen,USA
201128,Jane,Ohara,CAN
201129,Marilyn,Pryde,NZL
201130,Chikako,Murakami,JPN
201131,Patricia,Cody,USA
201132,Susan,Minford,IRL
201133,Eliza,Pande,USA
201134,Andree,Martin,CAN
201135,Sally,Hudson Beck,ZIM
201136,Patricia,Faulkner,USA
201137,Sandy,Stap,USA
201138,Tam,Oshaughnessy,USA
201139,Vicky,Berner,CAN
201140,Wendy,Appleby,USA
201141,Di,Riste,GBR
201142,Kathy,Blake,USA
201143,Lisa,Fleming,USA
201144,Clare,Colman,GBR
201145,Judy,Dixon,USA
201146,Annette,Coe,GBR
201147,Janice,Tindle,CAN
201148,Roberta,Stark,USA
201149,Elena,Granaturova,URS
201150,Elizabeth,Vlotman,GBR
201151,Mary,Mclean,USA
201152,Aleida,Spex,USA
201153,Anthea,Stewart,GBR
201154,Martina,Walsh,IRL
201155,Erin,Dignam,USA
201156,Stephanie,Tolleson,USA
201157,Susan,Hagey,BEL
201158,Karen,Susman,USA
201159,Sheila,Mcinerney,USA
201160,Wendy,Barlow,CAN
201161,Mariette,Pakker,NED
201162,Linda,Geeves,GBR
201163,Susie,Jaeger,USA
201164,Glaucia,Langela,BRA
201165,Elizabeth,Gordon,RSA
201166,Shelly,Walpole,GBR
201167,Ellinore,Lightbody,GBR
201168,Micki,Schillig,USA
201169,Heather,Crowe,USA
201170,Suzie,Mair,GBR
201171,Joanne,Louis,GBR
201172,Helene,Pelletier,CAN
201173,Sally,Reeves,GBR
201174,Marianne,Groat,CAN
201175,Joy,Tacon,HKG
201176,Jane,Forman,USA
201177,Amanda,Grunfeld,GBR
201178,Diane,Farrell,USA
201179,Denise,Parnell,GBR
201180,Belinda,Borneo,GBR
201181,Lisa,Gould,GBR
201182,Jane,Wood,GBR
201183,Anne,Meredith,GBR
201184,Karen,Hunter,GBR
201185,Robyn,Field,RSA
201186,Virginia,Humphreys Davies,GBR
201187,Shawna,Martin,USA
201188,Barbara,Griffiths,GBR
201189,Sarah,Bentley,GBR
201190,Kaye,Marfini Hand,GBR
201191,Shirli Ann,Siddall,GBR
201192,Colette,Caple,GBR
201193,Claire,Wegink,NED
201194,Tammy,Whittington,USA
201195,Amanda,Wainwright,GBR
201196,Claire,Taylor,GBR
201197,Megan,Miller,GBR
201198,Lizzy,Jelfs,GBR
201199,Rachel,Viollet,GBR
201200,Miriam,Schnitzer,GER
201201,Surina,De Beer,RSA
201202,Abigail,Tordoff,GBR
201203,Alena,Nesticka,CZE
201204,Iroda,Tulyaganova,UZB
201205,Tracy,Almeda Singian,USA
201206,Allison,Bradshaw,USA
201207,Ansley,Cargill,USA
201208,Dawn,Buth,USA
201209,Selima,Sfar,TUN
201210,Kristen,Schlukebir,USA
201211,Kyra,Nagy,HUN
201212,Francesca,Schiavone,ITA
201213,Vija,Vuskalns,USA
201214,Farel,Footman,USA
201215,Connie,Capozzi,USA
201216,Marjorie,Gengler,USA
201217,Peggy,Moore,USA
201218,Tish,Adams,USA
201219,Jade,Schiffman,USA
201220,Carole,Herrick,USA
201221,Emilie,Fisher,USA
201222,Diane,Matzner,USA
201223,Mary,Lowdon,USA
201224,Ann,Moore,USA
201225,Tina,Lyman,USA
201226,Maricaye,Christenson,USA
201227,Roylee,Bailey,USA
201228,Nancy,Reed,USA
201229,Louise,Gonnerman,USA
201230,Mimi,Kanarek,USA
201231,Raymonde,Jones,USA
201232,Carol,Hunter,USA
201233,Joyce,Davenport,USA
201234,Pat,Stewart,USA
201235,Jane,Kincaid,USA
201236,Darlene,Hard,USA
201237,Pam,Richmond,USA
201238,Carol,Aucamp,USA
201239,Emilie,Burrer,USA
201240,Margaret,Cooper,USA
201241,Pam,Farmer,USA
201242,Susan,Vinton,USA
201243,Shari,Barman,USA
201244,Sue,Stap,USA
201245,Jeanne,Arth,USA
201246,Kathy,Kraft,USA
201247,Gertrude,Moran,USA
201248,Judy,Alvarez,USA
201249,Rosalba,Vido,ITA
201250,Brenda,Garcia,USA
201251,Patricia,Shoolman,USA
201252,Marcy,Okeefe,USA
201253,Sally,Moore,USA
201254,Lynne,Epstein,USA
201255,Margaret,Riley,USA
201256,Renee,Richards,USA
201257,Carol,Baily,USA
201258,Chris,Penn,USA
201259,Sonoe,Yonezawa,JPN
201260,Kelly,Henry,USA
201261,Lisa,Doherty,USA
201262,Lucy,Gordon,USA
201263,Jody,Appelbaum,USA
201264,Germaine,Ohaco,CHI
201265,Phyllis,Blackwell,USA
201266,Linda,Howell,USA
201267,Karen,Huebner,USA
201268,Carin,Anderholm,SWE
201269,Eleni,Rossides,USA
201270,Jane,Young,CAN
201271,Lisa,Green,USA
201272,Sandra,Birch,USA
201273,Shannan,Mccarthy,USA
201274,Viktoria,Milvidskaia,RUS
201275,Julie,Steven,USA
201276,Nicole,London,USA
201277,Anne,Mall,IRL
201278,Angela,Lettiere,USA
201279,Keri,Phebus,USA
201280,Jacqueline,Trail,USA
201281,Laura,Granville,USA
201282,Jean,Okada,USA
201283,Zuzana,Lesenarova,CZE
201284,Tatiana,Poutchek,BLR
201285,Melissa,Middleton,USA
201286,Anabel,Medina Garrigues,ESP
201287,Maria Jose,Martinez Sanchez,ESP
201288,Maja,Palaversic Cooper Smith,CRO
201289,Christina,Wheeler,AUS
201290,Daniela,Hantuchova,SVK
201291,Nuria,Llagostera Vives,ESP
201292,Martina,Sucha,SVK
201293,Catalina,Castano,COL
201294,Marion,Bartoli,FRA
201295,Wynne,Prakusya,INA
201296,Bianka,Lamade,GER
201297,Maja,Matevzic,SLO
201298,Zsofia,Gubacsi,HUN
201299,Celine,Beigbeder,FRA
201300,Maria Emilia,Salerni,ARG
201301,Camille,Pin,FRA
201302,Clarisa,Fernandez,ARG
201303,Anne,Keothavong,GBR
201304,Elena,Baltacha,GBR
201305,Eleni,Daniilidou,GRE
201306,Marie Gaiane,Mikaelian,SUI
201307,Amber,Liu,USA
201308,Maria Elena,Camerin,ITA
201309,Tatiana,Perebiynis,UKR
201310,Martina,Muller,GER
201311,Roberta,Vinci,ITA
201312,Sarah,Taylor,USA
201313,Yoon Jeong,Cho,KOR
201314,Nina,Duebbers,GER
201315,Ashley,Harkleroad,USA
201316,Lenka,Dlhopolcova,SVK
201317,Aniko,Kapros,HUN
201318,Bethanie,Mattek Sands,USA
201319,Evelyn,Fauth,AUT
201320,Svetlana,Kuznetsova,RUS
201321,Antonella,Serra Zanetti,ITA
201322,Eva,Dyrberg,DEN
201323,Saori,Obata,JPN
201324,Irina,Selyutina,KAZ
201325,Samantha,Stosur,AUS
201326,Bahia,Mouhtassine,MAR
201327,Angelique,Widjaja,INA
201328,Milagros,Sequera,VEN
201329,Vera,Zvonareva,RUS
201330,Maria,Goloviznina,RUS
201331,Iveta,Benesova,CZE
201332,Jane,Odonoghue,GBR
201333,Angelika,Roesch,GER
201334,Zuzana,Ondraskova,CZE
201335,Myriam,Casanova,SUI
201336,Dinara,Safina,RUS
201337,Allison,Baker,USA
201338,Bea,Bielik,USA
201339,Renata,Voracova,CZE
201340,Maria,Geznenge,GER
201341,Mi Ra,Jeon,KOR
201342,Alexandra,Podkolzina,USA
201343,Maret,Ani,EST
201344,Klara,Koukalova,CZE
201345,Maria,Sharapova,RUS
201346,Lubomira,Kurhajcova,SVK
201347,Jelena,Jankovic,SRB
201348,Casey,Dellacqua,AUS
201349,Melinda,Czink,HUN
201350,Adriana,Szili,AUS
201351,Eva,Fislova,SVK
201352,Akiko,Morigami,JPN
201353,Stanislava,Hrozenska,SVK
201354,Libuse,Prusova,CZE
201355,Flavia,Pennetta,ITA
201356,Eva,Birnerova,CZE
201357,Virginie,Pichet,FRA
201358,Natalia,Gussoni,ARG
201359,Amandine,Dulon,FRA
201360,Julia,Vakulenko,UKR
201361,Julia,Schruff,GER
201362,Anais,Laurendon,FRA
201363,Gisela,Dulko,ARG
201364,Tatiana,Golovin,FRA
201365,Edina,Gallovits Hall,ROU
201366,Barbora,Zahlavova Strycova,CZE
201367,Arantxa,Parra Santonja,ESP
201368,Karolina,Sprem,CRO
201369,Carly,Gullickson,USA
201370,Anastasia,Rodionova,AUS
201371,Vera,Dushevina,RUS
201372,Theresa,Logar,USA
201373,Maria,Kirilenko,RUS
201374,Gabriela,Lastra,USA
201375,Shenay,Perry,USA
201376,Angela,Haynes,USA
201377,Yuliya,Beygelzimer,UKR
201378,Stephanie,Gehrlein,GER
201379,Mara,Santangelo,ITA
201380,Claudine,Schaul,LUX
201381,Tian Tian,Sun,CHN
201382,Olivia,Lukaszewicz,AUS
201383,Marie Eve,Pelletier,CAN
201384,Chia Jung,Chuang,TPE
201385,Yuliana,Fedak,UKR
201386,Jie,Zheng,CHN
201387,Sofia,Arvidsson,SWE
201388,Sophie,Ferguson,AUS
201389,Zuzana,Kucova,SVK
201390,Mervana,Jugic Salkic,BIH
201391,Sanda,Mamic,CRO
201392,Severine,Beltrame,FRA
201393,Kelly,Mccain,USA
201394,Anna Lena,Groenefeld,GER
201395,Teryn,Ashley,USA
201396,Katie,Obrien,GBR
201397,Shuai,Peng,CHN
201398,Amanda,Keen,GBR
201399,Emily,Webley Smith,GBR
201400,Nicole,Vaidisova,CZE
201401,Abigail,Spears,USA
201402,Sesil,Karatantcheva,KAZ
201403,Anna,Chakvetadze,RUS
201404,Jessica,Kirkland,USA
201405,Nan Nan,Liu,CHN
201406,Shikha,Uberoi,IND
201407,Evgenia,Linetskaya,ISR
201408,Jamea,Jackson,USA
201409,Michaela,Pastikova,CZE
201410,Monique,Adamczak,AUS
201411,Aiko,Nakamura,JPN
201412,Anastasia,Yakimova,BLR
201413,Capucine,Rousseau,FRA
201414,Michaella,Krajicek,NED
201415,Tiffany,Welford,AUS
201416,Alona,Bondarenko,UKR
201417,Marta,Domachowska,POL
201418,Ting,Li,CHN
201419,Na,Li,CHN
201420,Sania,Mirza,IND
201421,Ana,Ivanovic,SRB
201422,Mailyne,Andrieux,FRA
201423,Yvonne,Meusburger,AUT
201424,Shahar,Peer,ISR
201425,Lucie,Safarova,CZE
201426,Pauline,Parmentier,FRA
201427,Alize,Cornet,FRA
201428,Mathilde,Johansson,FRA
201429,Rika,Fujiwara,JPN
201430,Yulia,Fedossova,FRA
201431,Aravane,Rezai,FRA
201432,Rebecca,Llewellyn,GBR
201433,Sarah,Borwell,GBR
201434,Sabine,Klaschka,GER
201435,Kateryna,Bondarenko,UKR
201436,Mary,Gambale,USA
201437,Ivana,Lisjak,CRO
201438,Ekaterina,Bychkova,RUS
201439,Tiffany,Dabek,USA
201440,Laura,Pous Tio,ESP
201441,Emma,Laine,FIN
201442,Yung Jan,Chan,TPE
201443,Alexa,Glatch,USA
201444,Su Wei,Hsieh,TPE
201445,Viktoria,Kutuzova,UKR
201446,Sybille,Bammer,AUT
201447,Vania,King,USA
201448,Galina,Voskoboeva,KAZ
201449,Lauren,Breadmore,AUS
201450,Tsvetana,Pironkova,BUL
201451,Kathrin,Woerle,GER
201452,Lourdes,Dominguez Lino,ESP
201453,Hana,Sromova,CZE
201454,Akgul,Amanmuradova,UZB
201455,Elena,Vesnina,RUS
201456,Olga,Savchuk,UKR
201457,Jarmila,Gajdosova,AUS
201458,Victoria,Azarenka,BLR
201459,Zi,Yan,CHN
201460,Meng,Yuan,CHN
201461,Aurelie,Vedy,FRA
201462,Alberta,Brianti,ITA
201463,Anda,Perianu,ROU
201464,Nathalie,Vierin,ITA
201465,Kirsten,Flipkens,BEL
201466,Kaia,Kanepi,EST
201467,Ivana,Abramovic,CRO
201468,Yaroslava,Shvedova,KAZ
201469,Melanie,South,GBR
201470,Kristina,Barrois,GER
201471,Naomi,Cavaday,GBR
201472,Romina,Oprandi,SUI
201473,Vasilisa,Bardina,RUS
201474,Agnieszka,Radwanska,POL
201475,Ahsha,Rolle,USA
201476,Lauren,Albanese,USA
201477,Stephanie,Dubois,CAN
201478,Varvara,Lepchenko,USA
201479,Olga,Puchkova,RUS
201480,Lioudmila,Skavronskaia,RUS
201481,Tamira,Paszek,AUT
201482,Andreja,Klepac,SLO
201483,Madison,Brengle,USA
201484,Sandra,Zahlavova,CZE
201485,Alla,Kudryavtseva,RUS
201486,Aleksandra,Wozniak,CAN
201487,Jessica,Moore,AUS
201488,Jorgelina,Cravero,ARG
201489,Mariya,Koryttseva,UKR
201490,Timea,Bacsinszky,SUI
201491,Olivia,Sanchez,FRA
201492,Andrea,Petkovic,GER
201493,Angelique,Kerber,GER
201494,Raluca,Olaru,ROU
201495,Dominika,Cibulkova,SVK
201496,Caroline,Wozniacki,DEN
201497,Agnes,Szavay,HUN
201498,Karin,Knapp,ITA
201499,Anastasia,Pavlyuchenkova,RUS
201500,Nika,Ozegovic,CRO
201501,Olga,Govortsova,BLR
201502,Tatjana,Malek,GER
201503,Ayumi,Morita,JPN
201504,Julia,Goerges,GER
201505,Ekaterina,Makarova,RUS
201506,Sara,Errani,ITA
201507,Audra,Cohen,USA
201508,Petra,Cetkovska,CZE
201509,Ashley,Weinhold,USA
201510,Julie,Ditty,USA
201511,Ekaterina,Ivanova,RUS
201512,Monica,Niculescu,ROU
201513,Sabine,Lisicki,GER
201514,Sorana,Cirstea,ROU
201515,Alisa,Kleybanova,RUS
201516,Evgeniya,Rodina,RUS
201517,Magdalena,Rybarikova,SVK
201518,Yanina,Wickmayer,BEL
201519,Violette,Huck,FRA
201520,Petra,Kvitova,CZE
201521,Carla,Suarez Navarro,ESP
201522,Jelena,Pandzic,CRO
201523,Marina,Erakovic,NZL
201524,Urszula,Radwanska,POL
201525,Eva,Hrdinova,CZE
201526,Julie,Coin,FRA
201527,Stefanie,Voegele,SUI
201528,Melanie,Oudin,USA
201529,Kristie,Ahn,USA
201530,Gail,Brodsky,USA
201531,Mariana,Duque Marino,COL
201532,Anastasia,Pivovarova,RUS
201533,Shuai,Zhang,CHN
201534,Asia,Muhammed,USA
201535,Coco,Vandeweghe,USA
201536,Monika,Wejnert,AUS
201537,Patricia,Mayr Achleitner,AUT
201538,Isabella,Holland,AUS
201539,Christina,Mchale,USA
201540,Kristina,Mladenovic,FRA
201541,Chanelle,Scheepers,RSA
201542,Olivia,Rogowska,AUS
201543,Emelyn,Starr,AUS
201544,Oxana,Lyubtsova,UKR
201545,Anastasija,Sevastova,LAT
201546,Anna,Lapushchenkova,RUS
201547,Michelle,Larcher De Brito,POR
201548,Ajla,Tomljanovic,AUS
201549,Petra,Martic,CRO
201550,Tamaryn,Hendler,BEL
201551,Arantxa,Rus,NED
201552,Mallory,Cecil,USA
201553,Lenka,Wienerova,SVK
201554,Vitalia,Diatchenko,RUS
201555,Polona,Hercog,SLO
201556,Lucie,Hradecka,CZE
201557,Corinna,Dentoni,ITA
201558,Lauren,Embree,USA
201559,Irena,Pavlovic,FRA
201560,Kinnie,Laisne,FRA
201561,Claire,Feuerstein,FRA
201562,Silvia,Soler Espinosa,ESP
201563,Darya,Kustova,BLR
201564,Lenka,Tvaroskova,SVK
201565,Katarzyna,Piter,POL
201566,Agnes,Szatmari,ROU
201567,Alexandra,Dulgheru,ROU
201568,Kristina,Kucova,SVK
201569,Georgie,Gent,GBR
201570,Vesna,Dolonc,SRB
201571,Masa,Zec Peskiric,SLO
201572,Regina,Kulikova,RUS
201573,Laura,Robson,GBR
201574,Neuza,Silva,POR
201575,Hilary,Barte,USA
201576,Valerie,Tetreault,CAN
201577,Heidi,El Tabakh,CAN
201578,Kai Chen,Chang,TPE
201579,Yurika,Sema,JPN
201580,Xinyun,Han,CHN
201581,Chun Mei,Ji,CHN
201582,Jing Jing,Lu,CHN
201583,Yana,Buchina,RUS
201584,Ksenia,Pervak,KAZ
201585,Sloane,Stephens,USA
201586,Heather,Watson,GBR
201587,Bojana,Jovanovski,SRB
201588,Anna,Tatishvili,GEO
201589,Sharon,Fichman,CAN
201590,Alison,Riske,USA
201591,Margalita,Chakhnashvili,GEO
201592,Beatriz,Garcia Vidagany,ESP
201593,Irina Camelia,Begu,ROU
201594,Simona,Halep,ROU
201595,Misaki,Doi,JPN
201596,Johanna,Larsson,SWE
201597,Kurumi,Nara,JPN
201598,Noppawan,Lertcheewakarn,THA
201599,Andrea,Hlavackova,CZE
201600,Jamie,Hampton,USA
201601,Chelsey,Gullickson,USA
201602,Beatrice,Capra,USA
201603,Shelby,Rogers,USA
201604,Irina,Falconi,USA
201605,Mandy,Minella,LUX
201606,Rebecca,Marino,CAN
201607,Sally,Peers,AUS
201608,Sheng Nan,Sun,CHN
201609,Yi Miao,Zhou,CHN
201610,Zarina,Diyas,KAZ
201611,Daria,Gavrilova,AUS
201612,Junri,Namigata,JPN
201613,Arina,Rodionova,RUS
201614,Caroline,Garcia,FRA
201615,Lesia,Tsurenko,UKR
201616,Lauren,Davis,USA
201617,Ana,Vrljic,CRO
